,work_mode,employment_mode,role,prog_skills_in_role,code_for_job,IT_exp,prof_prog_exp,first_code,assigned_seniority,self_assessed_seniority,formal_edu,majors,formal_edu_importance,gender,age,monthly_salary,pro_languages,web_frameworks,other_tools,databases,platforms,fav_language,least_fav_language,fav_framework,least_fav_framework,tools,use_AI_tools,AI_replace_dev,layoffs_23_24,working_now,unemployed_duration,same_role,current_vs_prev_salary
255,remote,foreign_employer,full_stack_dev,"sys_admin, designer",Yes,6_9 years,3_5 years,16_17 years,Senior,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)","programming, electronic_engineering, other",somewhat_important,male,20_24 years,12M_15M,"JavaScript, PHP, HTML/CSS, SQL","JQuery, Vue.js, Laravel, Symfony",,MySQL,"GNU/Linux, Microsoft Windows, MacOS, AWS",PHP,JavaScript,Laravel,Angular.js,"GitLab, GitHub, Jira, Google Suite (Docs, Meet, etc), Slack","Notion AI, Github Copilot, ChatGPT","Puede ser, pero dentro de muchos años (más de 10)",no,,,,
256,onsite,Empleador local (Paraguay),embedded_sys_dev,,Yes,6_9 years,6_9 years,20_21 years,Junior,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,quite_important,male,25_29 years,3.5M_5M,"PHP, Java, HTML/CSS, SQL",Symfony,,PostgreSQL,"GNU/Linux, Docker",Python,JavaScript,Django,,GitLab,,no,no,,,,
257,onsite,Empleador local (Paraguay),"backend_dev, frontend_dev, full_stack_dev, crm",,Yes,1_2 years,1_2 years,30+ years,Junior,Junior,"Título de Grado (licenciatura, ingeniería, etc.)",other,quite_important,female,35_39 years,5M_7M,"JavaScript, HTML/CSS",React.js,,,"Microsoft Windows, WordPress",JavaScript,C#,Vue.js,Flask,"Microsoft Team, Google Suite (Docs, Meet, etc)","Bing AI, ChatGPT",no,yes,yes,<3_months,no,almost_equal
258,Hibrído,Empleador local (Paraguay),"full_stack_dev, db_admin, proj_lead, data_eng, data_sci, dev_ops, ai_specialist","sys_admin, devops_dataops, scientific_researcher",Yes,6_9 years,6_9 years,12_13 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,very_important,male,30_34 years,9M_12M,"JavaScript, Python, HTML/CSS, SQL, Bash/Shell/PowerShell","React.js, Express, Vue.js, Django","Node.js, Pandas, Hadoop","MySQL, PostgreSQL, Microsoft SQL Server","GNU/Linux, Microsoft Windows, MacOS, Docker, AWS, Azure, Microsoft Azure, Google Cloud Platform",Python,Java,Django,JQuery,"Microsoft Azure, Microsoft Team, Jira, Confluence, Google Suite (Docs, Meet, etc), GitHub, GitLab",ChatGPT,no,no,,,,
259,remote,Empleador local (Paraguay),backend_dev,,Yes,3_5 years,3_5 years,14_15 years,Junior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",systems_analysis,quite_important,female,25_29 years,5M_7M,"JavaScript, TypeScript, PHP, Python, Java, HTML/CSS, SQL, Bash/Shell/PowerShell","React.js, JQuery, Express","Node.js, React Native","PostgreSQL, SQLite, MongoDB, Redis, Oracle, Firebase","GNU/Linux, Microsoft Windows",TypeScript,PHP,React.js,Laravel,"Jira, Google Suite (Docs, Meet, etc), GitHub, Confluence","Github Copilot, ChatGPT, Google Bard",no,no,,,,
260,remote,foreign_employer,"backend_dev, cloud_dev",devops_dataops,Yes,3_5 years,3_5 years,16_17 years,Staff,Staff,high_school,systems_analysis,quite_important,male,20_24 years,7M_9M,"TypeScript, Python, SQL, Bash/Shell/PowerShell",Flask,Pandas,"PostgreSQL, Redis, DynamoDB","MacOS, Docker, AWS",Python,PHP,Flask,Django,"Google Suite (Docs, Meet, etc), Slack, GitHub","Github Copilot, ChatGPT",no,no,,,,
261,onsite,Empleador local (Paraguay),"backend_dev, frontend_dev, full_stack_dev, db_admin, proj_lead","sys_admin, designer",Yes,13_17 years,6_9 years,18_19 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)","programming, systems_analysis",very_important,male,35_39 years,9M_12M,"Java, SQL",,,"MySQL, PostgreSQL, Microsoft SQL Server, Oracle","GNU/Linux, Microsoft Windows, MacOS, iOS",Java,PHP,Spring,JQuery,"GitHub, GitLab, Google Suite (Docs, Meet, etc)",,no,no,,,,
262,remote,foreign_employer,"backend_dev, proj_lead, dev_ops",devops_dataops,Yes,6_9 years,10_12 years,18_19 years,Senior,Mid-senior,high_school,"programming, computer_engineering",very_important,male,30_34 years,40M_50M,"JavaScript, TypeScript, Terraform","React.js, Express",Node.js,"PostgreSQL, Redis","GNU/Linux, Docker, AWS",JavaScript,Java,,,"GitHub, Slack","Github Copilot, WolframAlpha",no,yes,no,,,
263,remote,Empleador local (Paraguay),frontend_dev,,No,1_2 years,1_2 years,<10 years,Trainee,Junior,high_school,systems_analysis,somewhat_important,male,25_29 years,<min_wage,,,,,Microsoft Windows,,,,ASP.NET Core,,,"Puede ser, pero dentro de muchos años (más de 10)",yes,no,,,
264,remote,Empleador local (Paraguay),"frontend_dev, full_stack_dev, data_eng",,Yes,<1 year,<1 year,<10 years,Junior,Junior,high_school,programming,somewhat_important,male,20_24 years,2.55M_3.5M,"JavaScript, Python, HTML/CSS, SQL, Bash/Shell/PowerShell","React.js, Django",Node.js,"PostgreSQL, MongoDB","Microsoft Windows, Docker",JavaScript,PHP,React.js,,"Slack, GitHub, Jira, Confluence, Google Suite (Docs, Meet, etc)","ChatGPT, Github Copilot",no,no,,,,
265,Hibrído,Empleador local (Paraguay),"frontend_dev, ux_ui",,Yes,10_12 years,1_2 years,16_17 years,Mid-senior,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)","programming, computer_engineering",quite_important,male,30_34 years,5M_7M,"JavaScript, TypeScript, Python, HTML/CSS","React.js, Express, Flask",Node.js,"MySQL, SQLite, MongoDB",MacOS,JavaScript,C,React.js,Vue.js,"GitLab, GitHub, Notion","ChatGPT, Github Copilot",no,no,,,,
266,remote,foreign_employer,"backend_dev, full_stack_dev, platform_dev","sys_admin, devops_dataops, educator",Yes,6_9 years,6_9 years,<10 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,quite_important,male,30_34 years,27M_33M,"JavaScript, TypeScript, Java, Scala, Groovy","Angular, Spring",,"PostgreSQL, Redis","GNU/Linux, Microsoft Windows, Docker, AWS",Java,JavaScript,Spring,ASP.NET Core,"Confluence, Slack, Microsoft Team, Jira, GitHub, Notion, Facebook Workplace","ChatGPT, Github Copilot",no,no,,,,
267,onsite,Empleador local (Paraguay),"proj_lead, data_analyst, data_eng, data_sci","sys_admin, devops_dataops",Yes,6_9 years,6_9 years,20_21 years,Junior,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)","programming, systems_analysis, other",very_important,male,25_29 years,5M_7M,"Python, SQL, R, VBA",,Pandas,"PostgreSQL, Oracle",Microsoft Windows,Python,Java,,,"Notion, Microsoft Team, Google Suite (Docs, Meet, etc)","Notion AI, ChatGPT, Bing AI",no,no,,,,
268,remote,local_with_foreign_clients,"frontend_dev, full_stack_dev, proj_lead",designer,Yes,3_5 years,1_2 years,18_19 years,Trainee,Junior,high_school,"programming, computer_engineering",somewhat_important,male,20_24 years,5M_7M,"JavaScript, TypeScript, Python, HTML/CSS, SQL","React.js, Express, Django, Flask","Node.js, .NET, Pandas","MySQL, PostgreSQL, SQLite, MongoDB, Firebase","GNU/Linux, Microsoft Windows, MacOS, AWS, Google Cloud Platform",JavaScript,PHP,React.js,ASP.NET,"Notion, Google Suite (Docs, Meet, etc), Slack, GitHub, Jira, Discord","Bing AI, ChatGPT, Github Copilot",no,no,,,,
269,onsite,local_with_foreign_clients,"backend_dev, team_lead ","scientific_researcher, educator",Yes,10_12 years,10_12 years,14_15 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,very_important,male,30_34 years,21M_24M,"JavaScript, TypeScript, Python, Ruby, Java, C, C++, SQL, Bash/Shell/PowerShell, Objective-C, Perl","Spring, Django, Flask, Ruby on Rails","Node.js, TensorFlow","MySQL, PostgreSQL, Microsoft SQL Server","GNU/Linux, Microsoft Windows, MacOS, Docker, AWS",C,HTML/CSS,Spring,Angular,"Google Suite (Docs, Meet, etc), Slack, GitHub",ChatGPT,no,no,,,,
270,Hibrído,foreign_employer,"backend_dev, full_stack_dev, desktop_apps, dev_ops",devops_dataops,Yes,18_25 years,13_17 years,16_17 years,Senior,Senior,master,"programming, systems_analysis, computer_engineering",very_important,male,40_44 years,24M_27M,"TypeScript, Python, C#, HTML/CSS, SQL, Bash/Shell/PowerShell","Angular, ASP.NET, ASP.NET Core",".NET, NET Core","MariaDB, Microsoft SQL Server","GNU/Linux, Microsoft Windows, Docker, Azure, Microsoft Azure",C#,PHP,ASP.NET Core,Express,"Confluence, Jira, GitHub, Microsoft Azure, GitLab, Microsoft Team",ChatGPT,"Puede ser, pero dentro de muchos años (más de 10)",no,,,,
271,onsite,Empleador local (Paraguay),proj_lead,"sys_admin, devops_dataops, scientific_researcher, designer",No,13_17 years,6_9 years,24_25 years,Principal,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,very_important,male,35_39 years,27M_33M,"JavaScript, TypeScript, Java, HTML/CSS, SQL, Bash/Shell/PowerShell","Angular, Angular.js, JQuery, Spring",Hadoop,"MySQL, MariaDB, PostgreSQL, Redis, Oracle, Elasticsearch","GNU/Linux, MacOS, Docker, Kubernetes",Go,Assembly,Spring,ASP.NET,"Slack, Google Suite (Docs, Meet, etc), GitLab","Google Bard, ChatGPT",no,no,,,,
272,Hibrído,Empleador local (Paraguay),"desktop_apps, db_admin, proj_lead",sys_admin,Yes,10_12 years,10_12 years,16_17 years,No aplica a mi lugar de trabajo,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)","programming, systems_analysis, computer_engineering",quite_important,female,25_29 years,7M_9M,"Java, SQL, Fox Pro",ASP.NET,.NET,"MySQL, PostgreSQL, Microsoft SQL Server",Microsoft Windows,Fox Pro,Java,,,,,no,no,,,,
273,remote,foreign_employer,data_eng,,Yes,13_17 years,13_17 years,14_15 years,Senior,Staff,high_school,"programming, other",somewhat_important,male,35_39 years,24M_27M,"Python, SQL",,Pandas,PostgreSQL,"GNU/Linux, AWS",Python,,Flask,,"Jira, Microsoft Team, Slack, Discord, GitLab, Confluence",ChatGPT,no,no,,,,
274,remote,foreign_employer,"frontend_dev, data_analyst, ux_ui",designer,Yes,1_2 years,1_2 years,16_17 years,Junior,Junior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,somewhat_important,female,20_24 years,18M_21M,"TypeScript, Python, Java, HTML/CSS, SQL, Bash/Shell/PowerShell","Angular, Express",Node.js,"MySQL, PostgreSQL, DynamoDB","Microsoft Windows, Docker, AWS, Kubernetes",Python,PHP,Angular,Angular.js,"Jira, Confluence, GitLab, Slack, Google Suite (Docs, Meet, etc)","Bing AI, AWS CodeWhisperer, ChatGPT",no,no,,,,
275,onsite,Empleador local (Paraguay),"backend_dev, mobile_dev","sys_admin, devops_dataops",Yes,13_17 years,13_17 years,22_23 years,Senior,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)",systems_analysis,not_important,male,35_39 years,12M_15M,"PHP, Java, SQL","Spring, CodeIgniter",,"MySQL, Cassandra, IBM DB2, Couchbase","Docker, Android, Kubernetes",Java,JavaScript,Spring,CodeIgniter,"Microsoft Team, Notion, Google Suite (Docs, Meet, etc)",ChatGPT,"Puede ser, pero dentro de muchos años (más de 10)",no,,,,
276,Hibrído,Empleador local (Paraguay),frontend_dev,,Yes,3_5 years,3_5 years,<10 years,Junior,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,quite_important,male,20_24 years,5M_7M,"JavaScript, TypeScript, HTML/CSS",React.js,Node.js,"PostgreSQL, Oracle","GNU/Linux, Microsoft Windows, Docker",Python,JavaScript,React.js,Flask,"Jira, GitLab, Slack","ChatGPT, Github Copilot",no,no,,,,
277,remote,foreign_employer,full_stack_dev,,Yes,10_12 years,10_12 years,24_25 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)","programming, computer_engineering",very_important,male,35_39 years,15M_18M,"JavaScript, Ruby, SQL, Bash/Shell/PowerShell","Vue.js, Ruby on Rails",Node.js,PostgreSQL,"GNU/Linux, Microsoft Windows",Ruby,,Ruby on Rails,React.js,"Jira, Slack, Google Suite (Docs, Meet, etc), GitHub",ChatGPT,no,yes,yes,<3_months,yes,higher
278,remote,foreign_employer,"backend_dev, dev_ops","sys_admin, devops_dataops",Yes,3_5 years,3_5 years,<10 years,Mid-senior,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)","programming, systems_analysis, computer_engineering, mathematics",critical,male,25_29 years,5M_7M,"Python, Ruby, Go, Bash/Shell/PowerShell",Ruby on Rails,,"MySQL, PostgreSQL, SQLite, Redis, DynamoDB","GNU/Linux, MacOS, Docker, AWS, Kubernetes",Go,Java,,Spring,"Slack, Google Suite (Docs, Meet, etc), Jira, GitHub",ChatGPT,no,yes,yes,<3_months,yes,almost_equal
279,Hibrído,Empleador local (Paraguay),qa_testing,,No,1_2 years,<1 year,24_25 years,Junior,Trainee,high_school,"programming, graphic_design, other",somewhat_important,female,25_29 years,3.5M_5M,,,,,Microsoft Windows,,,,,"GitLab, Microsoft Team, Jira",,no,yes,yes,<3_months,no,higher
280,remote,freelance,"data_analyst, data_eng, data_sci, ai_specialist",scientific_researcher,Yes,1_2 years,6_9 years,12_13 years,Junior,Mid-senior,high_school,computer_engineering,very_important,male,15_19 years,<min_wage,"Python, C, HTML/CSS, SQL, R",Flask,"TensorFlow, Flutter, Keras, Torch/PyTorch, Hadoop",MySQL,"GNU/Linux, Microsoft Windows, AWS, Azure, Microsoft Azure, Google Cloud Platform, Heroku",Python,C,Flask,Laravel,GitHub,"ChatGPT, Github Copilot","Puede ser, pero dentro de muchos años (más de 10)",no,,,,
281,Hibrído,local_with_foreign_clients,"full_stack_dev, proj_lead",,Yes,10_12 years,6_9 years,12_13 years,Senior,Staff,high_school,none,not_important,male,25_29 years,12M_15M,"JavaScript, TypeScript, Python, HTML/CSS, SQL","React.js, Django",React Native,PostgreSQL,"GNU/Linux, MacOS, Android, iOS",JavaScript,C++,React.js,Flask,"Confluence, Jira, GitLab, Slack, Google Suite (Docs, Meet, etc), GitHub","ChatGPT, Github Copilot",no,no,,,,
282,onsite,Empleador local (Paraguay),full_stack_dev,scientific_researcher,Yes,13_17 years,6_9 years,16_17 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)","programming, systems_analysis",very_important,female,35_39 years,5M_7M,"JavaScript, Java, HTML/CSS, Bash/Shell/PowerShell","Angular, Angular.js, JQuery, Spring",,PostgreSQL,"GNU/Linux, Docker, WordPress",Java,Python,Spring,,GitHub,ChatGPT,no,no,,,,
283,Hibrído,Empleador local (Paraguay),full_stack_dev,,Yes,10_12 years,10_12 years,12_13 years,Mid-senior,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,quite_important,male,35_39 years,7M_9M,"JavaScript, Java, HTML/CSS","React.js, Angular, Angular.js, JQuery, Spring",Node.js,"MySQL, PostgreSQL, MongoDB, Oracle","GNU/Linux, Microsoft Windows",Java,Assembly,Spring,ASP.NET,"Google Suite (Docs, Meet, etc), Confluence, Jira, Slack","ChatGPT, Google Bard",no,yes,no,,,
284,Hibrído,Empleador local (Paraguay),backend_dev,,Yes,3_5 years,1_2 years,<10 years,Junior,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)","programming, systems_analysis, other",not_important,female,25_29 years,5M_7M,"Java, SQL",Spring,,"PostgreSQL, Redis, Oracle, Elasticsearch","GNU/Linux, Microsoft Windows, Kubernetes",Python,R,Flask,Ruby on Rails,"Confluence, GitLab, Jira, Microsoft Team","ChatGPT, Github Copilot, Google Bard","Puede ser, pero dentro de muchos años (más de 10)",no,,,,
285,remote,local_with_foreign_clients,"backend_dev, frontend_dev, full_stack_dev, mobile_dev, qa_testing",,Yes,10_12 years,10_12 years,14_15 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)","programming, systems_analysis, computer_engineering, electrical_engineering",quite_important,male,35_39 years,9M_12M,"JavaScript, TypeScript, Python, HTML/CSS","React.js, Express, Flask","Node.js, React Native, Flutter","MySQL, MariaDB, MongoDB, Firebase","GNU/Linux, AWS, Google Cloud Platform",Python,PHP,React.js,Angular,"Trello, Confluence, GitHub, Jira, Discord, GitLab, Slack, Microsoft Team","ChatGPT, Github Copilot",yes,yes,yes,<3_months,yes,higher
286,remote,local_with_foreign_clients,ux_ui,designer,Yes,6_9 years,1_2 years,10_11 years,No aplica a mi lugar de trabajo,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)",systems_analysis,critical,male,30_34 years,9M_12M,"JavaScript, TypeScript, HTML/CSS",React.js,,PostgreSQL,MacOS,JavaScript,PHP,React.js,Spring,"Notion, Google Suite (Docs, Meet, etc), Confluence, Microsoft Team","ChatGPT, Google Bard","Puede ser, pero dentro de muchos años (más de 10)",no,,,,
287,onsite,Empleador local (Paraguay),full_stack_dev,,Yes,<1 year,<1 year,<10 years,Junior,Junior,high_school,"computer_engineering, other",somewhat_important,male,25_29 years,2.55M_3.5M,"JavaScript, TypeScript, PHP, HTML/CSS, SQL","JQuery, Laravel, CodeIgniter",Node.js,MySQL,"GNU/Linux, Docker, AWS",JavaScript,PHP,React.js,CodeIgniter,Slack,"ChatGPT, Codeium","Puede ser, pero dentro de muchos años (más de 10)",no,,,,
288,onsite,Empleador local (Paraguay),"desktop_apps, db_admin, proj_lead",sys_admin,Yes,18_25 years,18_25 years,22_23 years,No aplica a mi lugar de trabajo,Desconozco,"Título de Grado (licenciatura, ingeniería, etc.)",systems_analysis,somewhat_important,female,40_44 years,15M_18M,"Java, HTML/CSS, SQL, Genexus, Power Builder","JQuery, Spring",,PostgreSQL,"GNU/Linux, Microsoft Windows",Java,,Spring,,Microsoft Team,ChatGPT,no,no,,,,
289,remote,Empleador local (Paraguay),"mobile_dev, proj_lead",,Yes,10_12 years,10_12 years,14_15 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,very_important,female,30_34 years,18M_21M,Kotlin,,,,"MacOS, Android",Kotlin,Objective-C,,,"Google Suite (Docs, Meet, etc), Jira, Slack, GitHub, Confluence, Microsoft Team",,no,no,,,,
290,onsite,Empleador local (Paraguay),"data_analyst, data_sci","scientific_researcher, educator",No,10_12 years,<1 year,20_21 years,No aplica a mi lugar de trabajo,Junior,master,"programming, computer_engineering",quite_important,male,45_49 years,9M_12M,"Python, SQL",,Pandas,"MySQL, Microsoft SQL Server",Microsoft Windows,SQL,Java,Django,ASP.NET Core,"GitHub, Google Suite (Docs, Meet, etc)","Github Copilot, ChatGPT",no,no,,,,
291,remote,foreign_employer,"full_stack_dev, proj_lead","sys_admin, devops_dataops",Yes,1_2 years,1_2 years,14_15 years,Junior,Junior,high_school,computer_engineering,very_important,male,25_29 years,15M_18M,"JavaScript, TypeScript, Python, Java, C, HTML/CSS, SQL, Bash/Shell/PowerShell","React.js, Express, Spring, Django, Flask","Node.js, Ansible, Puppet","MySQL, MariaDB, PostgreSQL","GNU/Linux, Docker, AWS, Azure, WordPress, Google Cloud Platform, Kubernetes",Python,PHP,Django,ASP.NET,"Trello, Google Suite (Docs, Meet, etc), GitLab, Discord, Notion, GitHub, Jira, Slack",ChatGPT,no,no,,,,
292,remote,Empleador local (Paraguay),full_stack_dev,"devops_dataops, designer",Yes,1_2 years,1_2 years,<10 years,Junior,Junior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,very_important,male,25_29 years,3.5M_5M,"JavaScript, PHP, Python, Java, HTML/CSS, SQL",Laravel,Node.js,MySQL,Microsoft Windows,,,,,"Discord, GitLab, Google Suite (Docs, Meet, etc), Jira, GitHub","Github Copilot, ChatGPT","Puede ser, pero dentro de muchos años (más de 10)",no,,,,
293,onsite,Empleador local (Paraguay),"backend_dev, frontend_dev","sys_admin, designer",Yes,13_17 years,1_2 years,10_11 years,No aplica a mi lugar de trabajo,Junior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,quite_important,female,25_29 years,2.55M_3.5M,"JavaScript, PHP, Python, HTML/CSS, SQL","JQuery, Laravel, Ruby on Rails",,"MySQL, PostgreSQL","GNU/Linux, Microsoft Windows, Android",Ruby,Java,Ruby on Rails,Django,"GitHub, GitLab","ChatGPT, Github Copilot",no,no,,,,
294,onsite,Empleador local (Paraguay),"full_stack_dev, qa_testing, proj_lead, dev_ops, ux_ui, ai_specialist","sys_admin, devops_dataops",Yes,13_17 years,13_17 years,24_25 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)","programming, computer_engineering",quite_important,male,30_34 years,12M_15M,"JavaScript, TypeScript, PHP, HTML/CSS, SQL","Vue.js, Laravel",,"MySQL, DynamoDB","GNU/Linux, Docker, AWS",PHP,RPG,Laravel,ASP.NET,"Discord, GitHub",Codeium,no,no,,,,
